Date,Day,Month,Year,Customer_Age,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Revenue,Cost,YearMonth
2014-02-10,10,February,2014,36,M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2.0,9,69,10,2014-February
2014-02-06,6,February,2014,45,M,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295.0,951,2253,1252,2014-February
2014-01-14,14,January,2014,18,F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35.0,213,432,169,2014-January
2014-05-16,16,May,2014,19,M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54.0,99,653,504,2014-May
2014-03-11,11,March,2014,37,F,United Kingdom,England,Accessories,Tires and Tubes,ML Road Tire,5,9,25.0,75,170,45,2014-March
2014-05-02,2,May,2014,28,F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443.0,717,2322,1555,2014-May
2014-03-29,29,March,2014,24,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2.0,1,52,1,2014-March
2014-06-05,5,June,2014,24,F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5.0,22,92,20,2014-June
2014-04-06,6,April,2014,41,M,United Kingdom,England,Clothing,Socks,"Racing Socks, L",14,3,9.0,79,171,42,2014-April
2014-06-19,19,June,2014,49,F,United States,New York,Accessories,Tires and Tubes,ML Mountain Tire,10,11,32.160000000000004,151,311,110,2014-June
2014-01-07,7,January,2014,62,F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,18,7,9.0,30,206,126,2014-January
2014-04-17,17,April,2014,29,M,Germany,Hamburg,Clothing,Gloves,"Half-Finger Gloves, M",24,9,24.0,320,586,216,2014-April
2014-06-02,2,June,2014,19,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2.0,29,109,30,2014-June
2014-05-29,29,May,2014,32,M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5.0,55,155,50,2014-May
2014-06-08,8,June,2014,53,F,United States,Oregon,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1823.4720000000002,380,1513,1083,2014-June
2014-03-22,22,March,2014,41,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2.144,11,72,11,2014-March
2014-06-03,3,June,2014,26,F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5.0,68,164,46,2014-June
2014-07-22,22,July,2014,29,F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5.36,44,140,46,2014-July
2014-05-11,11,May,2014,47,F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,37.52,386,787,351,2014-May
2014-06-07,7,June,2014,25,M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2.0,8,72,14,2014-June
2014-01-18,18,January,2014,37,F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,37.52,188,381,143,2014-January
2014-01-08,8,January,2014,32,M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,25,1,4.0,62,137,25,2014-January
2014-03-29,29,March,2014,17,M,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,28,11,30.0,498,856,308,2014-March
2014-05-14,14,May,2014,31,M,United States,California,Accessories,Fenders,Fender Set - Mountain,5,8,23.584000000000003,68,158,40,2014-May
2014-03-07,7,March,2014,28,M,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",25,38,50.0,250,1250,950,2014-March
2014-06-11,11,June,2014,73,F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10.0,6,60,4,2014-June
2014-02-12,12,February,2014,25,M,Australia,Queensland,Accessories,Hydration Packs,Hydration Pack - 70 oz.,13,21,55.0,328,651,273,2014-February
2014-07-28,28,July,2014,40,F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2.0,29,109,30,2014-July
2014-07-24,24,July,2014,54,F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2.144,23,97,24,2014-July
2014-02-05,5,February,2014,37,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,37.52,341,599,208,2014-February
2014-02-12,12,February,2014,58,M,United States,Oregon,Clothing,Socks,"Racing Socks, M",30,3,9.648,142,282,90,2014-February
2014-02-21,21,February,2014,45,F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,12,1,4.288,35,97,12,2014-February
2014-05-10,10,May,2014,56,M,Australia,Queensland,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5.0,37,121,34,2014-May
2014-04-17,17,April,2014,57,F,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384.0,878,2410,1482,2014-April
2014-05-01,1,May,2014,48,F,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,6,1,4.0,18,74,6,2014-May
2014-01-20,20,January,2014,32,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5.36,41,119,28,2014-January
2014-03-20,20,March,2014,22,F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10.0,171,337,116,2014-March
2014-06-08,8,June,2014,51,F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35.0,192,385,143,2014-June
2014-06-03,3,June,2014,19,M,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443.0,864,2469,1555,2014-June
2014-04-25,25,April,2014,49,M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3835.6160000000004,1335,3556,2171,2014-April
2014-03-08,8,March,2014,28,M,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",14,38,50.0,21,603,532,2014-March
2014-06-25,25,June,2014,20,M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",8,38,53.6,88,442,304,2014-June
2014-04-15,15,April,2014,66,M,United States,California,Bikes,Touring Bikes,"Touring-2000 Blue, 50",1,755,1302.48,436,1241,755,2014-April
2014-05-14,14,May,2014,42,M,United States,Oregon,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10.72,9,67,8,2014-May
2014-06-22,22,June,2014,43,M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2487.04,1008,2324,1266,2014-June
2014-05-05,5,May,2014,17,M,United States,California,Accessories,Tires and Tubes,Road Tire Tube,11,1,4.288,32,93,11,2014-May
2014-01-31,31,January,2014,33,F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5.0,59,169,60,2014-January
2014-03-18,18,March,2014,44,F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,12,2,5.0,34,108,24,2014-March
2014-06-07,7,June,2014,38,M,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384.0,401,1933,1482,2014-June
2014-04-05,5,April,2014,21,F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2.0,16,82,16,2014-April
2014-01-25,25,January,2014,32,M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5.0,64,160,46,2014-January
2014-04-04,4,April,2014,48,M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5.0,68,176,58,2014-April
2014-01-30,30,January,2014,31,F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5.0,15,75,10,2014-January
2014-06-11,11,June,2014,53,M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5.36,84,192,58,2014-June
2014-02-02,2,February,2014,35,M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5.0,83,189,56,2014-February
2014-06-25,25,June,2014,44,M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",27,38,50.0,311,1387,1026,2014-June
2014-05-01,1,May,2014,28,F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769.0,211,681,420,2014-May
2014-05-05,5,May,2014,29,F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5.36,75,177,52,2014-May
2014-06-21,21,June,2014,23,F,Germany,Saarland,Accessories,Tires and Tubes,ML Mountain Tire,2,11,30.0,27,99,22,2014-June
2014-07-23,23,July,2014,31,F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5.36,69,179,60,2014-July
2014-05-23,23,May,2014,42,F,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10.72,70,168,48,2014-May
2014-07-07,7,July,2014,30,M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35.0,433,743,260,2014-July
2014-04-02,2,April,2014,27,M,Germany,Saarland,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5.0,17,83,16,2014-April
2014-03-01,1,March,2014,31,M,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, M",18,9,25.728,175,387,162,2014-March
2014-06-09,9,June,2014,18,M,Germany,Bayern,Bikes,Road Bikes,"Road-250 Red, 44",1,1519,2443.0,900,2469,1519,2014-June
2014-03-03,3,March,2014,37,M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,16,13,35.0,346,604,208,2014-March
2014-04-13,13,April,2014,26,M,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5.0,48,142,44,2014-April
2014-01-14,14,January,2014,44,F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,18,8,22.0,201,395,144,2014-January
2014-02-01,1,February,2014,49,F,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",14,38,50.0,161,743,532,2014-February
2014-07-21,21,July,2014,34,F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,19,1,4.0,45,114,19,2014-July
2014-04-19,19,April,2014,55,M,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,23,8,23.584000000000003,251,485,184,2014-April
2014-06-28,28,June,2014,22,M,United States,California,Accessories,Fenders,Fender Set - Mountain,14,8,23.584000000000003,190,352,112,2014-June
2014-04-29,29,April,2014,43,F,France,Nord,Accessories,Tires and Tubes,Road Tire Tube,14,1,4.0,35,99,14,2014-April
2014-05-11,11,May,2014,44,M,Germany,Hessen,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10.0,138,292,104,2014-May
2014-02-20,20,February,2014,46,M,Germany,Bayern,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10.0,130,268,88,2014-February
2014-05-28,28,May,2014,34,F,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8.576,26,100,24,2014-May
2014-04-21,21,April,2014,48,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,37.52,341,599,208,2014-April
2014-06-01,1,June,2014,56,M,Australia,Queensland,Clothing,Caps,AWC Logo Cap,18,7,9.0,10,186,126,2014-June
2014-01-28,28,January,2014,23,F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",19,38,50.0,190,962,722,2014-January
2014-07-09,9,July,2014,44,F,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,3,1,4.0,7,60,3,2014-July
2014-05-03,3,May,2014,43,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,37.52,107,222,65,2014-May
2014-01-31,31,January,2014,26,F,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5.0,19,87,18,2014-January
2014-04-23,23,April,2014,27,M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, S",25,9,24.0,297,572,225,2014-April
2014-01-13,13,January,2014,54,M,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",8,9,24.0,95,217,72,2014-January
2014-02-23,23,February,2014,52,M,Germany,Hessen,Accessories,Tires and Tubes,HL Mountain Tire,25,13,35.0,489,864,325,2014-February
2014-05-28,28,May,2014,38,F,France,Seine (Paris),Accessories,Tires and Tubes,Touring Tire,12,11,29.0,153,335,132,2014-May
2014-02-18,18,February,2014,19,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2.0,29,109,30,2014-February
2014-02-02,2,February,2014,26,F,France,Val de Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54.0,17,1117,1050,2014-February
2014-05-14,14,May,2014,24,M,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5.36,16,80,14,2014-May
2014-05-24,24,May,2014,37,F,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,24,9,25.0,258,524,216,2014-May
2014-06-22,22,June,2014,44,M,France,Seine (Paris),Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2.0,5,63,8,2014-June
2014-05-16,16,May,2014,28,F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35.0,251,509,208,2014-May
2014-04-08,8,April,2014,40,F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4.288,15,70,5,2014-April
2014-04-18,18,April,2014,21,M,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",13,42,57.888000000000005,58,654,546,2014-April
2014-02-09,9,February,2014,36,F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701.0,550,1683,1083,2014-February
2014-03-21,21,March,2014,28,M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2487.04,544,1860,1266,2014-March
2014-04-27,27,April,2014,28,M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,8,11,30.0,150,288,88,2014-April
2014-03-07,7,March,2014,33,M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Red, 48",1,1519,2443.0,606,2175,1519,2014-March
2014-03-16,16,March,2014,23,F,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5.0,16,80,14,2014-March
2014-01-08,8,January,2014,46,F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9.0,37,114,27,2014-January
2014-07-08,8,July,2014,40,F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,11,1,4.288,27,88,11,2014-July
2014-05-12,12,May,2014,63,M,United States,Washington,Clothing,Vests,"Classic Vest, M",25,24,68.608,648,1298,600,2014-May
2014-04-11,11,April,2014,49,M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10.0,70,184,64,2014-April
2014-05-16,16,May,2014,40,M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35.0,391,688,247,2014-May
2014-05-01,1,May,2014,38,F,France,Seine (Paris),Accessories,Fenders,Fender Set - Mountain,7,8,22.0,70,176,56,2014-May
2014-02-14,14,February,2014,33,M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2.0,22,96,24,2014-February
2014-03-18,18,March,2014,28,M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742.0,251,762,461,2014-March
2014-07-05,5,July,2014,39,F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5.36,44,140,46,2014-July
2014-02-01,1,February,2014,40,F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5.0,24,90,16,2014-February
2014-01-04,4,January,2014,36,F,France,Garonne (Haute),Accessories,Tires and Tubes,Touring Tire,22,11,29.0,358,650,242,2014-January
2014-07-20,20,July,2014,50,F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,37.52,429,869,390,2014-July
2014-06-07,7,June,2014,34,F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5.36,18,84,16,2014-June
2014-04-03,3,April,2014,26,F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,8,8,22.0,110,224,64,2014-April
2014-06-02,2,June,2014,45,F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,37.52,426,736,260,2014-June
2014-07-09,9,July,2014,35,M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,16,2,5.36,46,128,32,2014-July
2014-03-25,25,March,2014,38,M,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, S",10,26,75.04,342,652,260,2014-March
2014-04-21,21,April,2014,25,M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,11,2,5.36,32,104,22,2014-April
2014-06-25,25,June,2014,28,M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35.0,330,653,273,2014-June
2014-07-03,3,July,2014,19,F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2.144,8,66,8,2014-July
2014-05-14,14,May,2014,42,M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,37.52,277,496,169,2014-May
2014-03-01,1,March,2014,37,M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120.0,362,1125,713,2014-March
2014-04-25,25,April,2014,31,F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2.0,2,55,3,2014-April
2014-04-08,8,April,2014,38,F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5.0,21,85,14,2014-April
2014-04-04,4,April,2014,17,M,Australia,Victoria,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783.0,132,669,487,2014-April
2014-06-29,29,June,2014,37,F,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,17,9,25.0,183,386,153,2014-June
2014-03-25,25,March,2014,29,F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,5,7,9.0,8,93,35,2014-March
2014-02-18,18,February,2014,32,F,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5.0,29,109,30,2014-February
2014-01-31,31,January,2014,54,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2.144,5,60,5,2014-January
2014-06-10,10,June,2014,36,F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5.0,55,161,56,2014-June
2014-02-20,20,February,2014,60,F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,20,1,4.288,58,128,20,2014-February
2014-02-28,28,February,2014,40,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2.0,9,71,12,2014-February
2014-06-08,8,June,2014,36,F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,1,8,22.0,11,69,8,2014-June
2014-02-18,18,February,2014,49,M,Australia,South Australia,Clothing,Caps,AWC Logo Cap,30,7,9.0,11,271,210,2014-February
2014-07-17,17,July,2014,42,M,United States,Oregon,Accessories,Tires and Tubes,LL Road Tire,28,8,22.512,282,556,224,2014-July
2014-07-09,9,July,2014,45,M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,37.52,215,460,195,2014-July
2014-03-17,17,March,2014,28,M,Canada,British Columbia,Accessories,Tires and Tubes,ML Mountain Tire,18,11,30.0,337,585,198,2014-March
2014-02-23,23,February,2014,35,F,United States,California,Accessories,Fenders,Fender Set - Mountain,1,8,23.584000000000003,14,72,8,2014-February
2014-04-03,3,April,2014,43,M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5.36,4,58,4,2014-April
2014-03-03,3,March,2014,46,M,Germany,Saarland,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9.0,4,57,3,2014-March
2014-05-02,2,May,2014,39,F,Australia,New South Wales,Accessories,Tires and Tubes,HL Road Tire,17,12,33.0,284,538,204,2014-May
2014-06-26,26,June,2014,28,M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",8,42,57.888000000000005,87,473,336,2014-June
2014-01-12,12,January,2014,32,F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",17,38,50.0,170,866,646,2014-January
2014-02-17,17,February,2014,34,F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5.0,38,114,26,2014-February
2014-06-19,19,June,2014,27,M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35.0,141,308,117,2014-June
2014-05-11,11,May,2014,28,F,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2.0,4,60,6,2014-May
2014-03-17,17,March,2014,24,M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2.0,7,64,7,2014-March
2014-03-25,25,March,2014,49,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2.144,8,66,8,2014-March
2014-04-02,2,April,2014,34,M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2.144,24,99,25,2014-April
2014-06-20,20,June,2014,19,M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, M",10,26,75.04,286,596,260,2014-June
2014-03-20,20,March,2014,44,M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35.0,103,218,65,2014-March
